# RA        Dec       Flux_182  Flux_cat  Alpha     Freq      Catalog    
263.84    -8.04     11.24     10.2      -0.74     160.0     Culgoora   
247.16    14.64     11.24     9.5       -1.28     160.0     Culgoora   
165.57    10.49     11.24     9.5       -1.28     160.0     Culgoora   
330.5     4.56      11.23     10.5      -0.51     160.0     Culgoora   
279.14    -24.1     11.23     10.5      -0.51     160.0     Culgoora   
65.09     17.89     11.23     10.5      -0.51     160.0     Culgoora   
289.45    6.31      11.22     9.7       -1.11     160.0     Culgoora   
319.54    -30.32    11.21     11.07     -0.91     180.0     MWACS      
156.64    6.44      11.2      9.2       -1.5      160.0     Culgoora   
110.07    -55.42    11.18     11.07     -0.77     180.0     MWACS      
20.25     3.74      11.18     10.0      -0.85     160.0     Culgoora   
60.07     -16.17    11.16     11.02     -0.92     180.0     MWACS      
60.27     0.6       11.15     10.4      -0.53     160.0     Culgoora   
76.23     -10.26    11.13     9.6       -1.13     160.0     Culgoora   
0.84      -17.45    11.12     11.12     -0.8      182.44    FHD        
357.12    18.73     11.06     10.0      -0.77     160.0     Culgoora   
270.71    -2.12     11.06     10.3      -0.54     160.0     Culgoora   
244.95    -45.85    11.03     9.5       -1.14     160.0     Culgoora   
64.32     -5.9      11.03     9.6       -1.06     160.0     Culgoora   
339.89    -4.5      11.0      10.4      -0.43     160.0     Culgoora   
4.72      -12.71    11.0      11.0      -0.8      182.44    FHD        
299.76    -35.57    10.98     10.2      -0.56     160.0     Culgoora   
133.45    -14.46    10.98     10.2      -0.56     160.0     Culgoora   
106.64    -23.2     10.97     10.92     -0.4      180.0     MWACS      
197.16    -9.86     10.93     10.0      -0.68     160.0     Culgoora   
345.61    -37.31    10.93     10.93     -0.8      182.44    FHD        
36.27     -23.22    10.93     10.82     -0.7      180.0     MWACS      
352.05    29.63     10.91     10.3      -0.44     160.0     Culgoora   
103.21    22.56     10.91     10.3      -0.44     160.0     Culgoora   
169.61    -46.58    10.91     10.3      -0.44     160.0     Culgoora   
5.79      -25.05    10.89     10.89     -0.8      182.44    FHD        
209.27    19.29     10.88     10.1      -0.57     160.0     Culgoora   
198.78    -18.97    10.87     9.8       -0.79     160.0     Culgoora   
2.47      12.74     10.84     9.0       -1.42     160.0     Culgoora   
10.38     -9.36     10.83     8.3       -2.03     160.0     Culgoora   
291.49    -18.61    10.83     9.5       -1.0      160.0     Culgoora   
14.6      26.87     10.83     9.5       -1.0      160.0     Culgoora   
298.11    -1.28     10.83     9.5       -1.0      160.0     Culgoora   
344.2     -51.97    10.8      10.7      -0.64     180.0     MWACS      
87.89     -10.39    10.79     9.7       -0.81     160.0     Culgoora   
244.32    21.13     10.77     10.3      -0.34     160.0     Culgoora   
357.61    -2.44     10.77     10.5      -0.19     160.0     Culgoora   
178.59    -35.09    10.76     11.9      0.77      160.0     Culgoora   
0.92      13.14     10.75     9.1       -1.27     160.0     Culgoora   
192.93    8.93      10.75     9.4       -1.02     160.0     Culgoora   
322.75    -20.62    10.74     10.61     -0.88     180.0     MWACS      
123.84    1.91      10.68     10.2      -0.35     160.0     Culgoora   
273.32    4.66      10.67     10.6      -0.05     160.0     Culgoora   
61.39     -13.15    10.67     10.6      -0.05     160.0     Culgoora   
355.45    -35.11    10.67     10.67     -0.8      182.44    FHD        
263.77    -9.28     10.63     9.4       -0.94     160.0     Culgoora   
329.2     -1.43     10.61     9.5       -0.84     160.0     Culgoora   
357.98    -1.16     10.61     9.5       -0.84     160.0     Culgoora   
357.71    -24.95    10.6      10.6      -0.8      182.44    FHD        
315.49    28.59     10.6      10.3      -0.22     160.0     Culgoora   
1.19      12.81     10.57     9.1       -1.14     160.0     Culgoora   
106.96    -8.0      10.56     9.0       -1.22     160.0     Culgoora   
212.63    -42.78    10.56     8.8       -1.39     160.0     Culgoora   
65.2      25.44     10.56     9.2       -1.05     160.0     Culgoora   
133.67    14.08     10.56     9.2       -1.05     160.0     Culgoora   
224.02    16.45     10.53     9.3       -0.95     160.0     Culgoora   
85.43     -1.9      10.53     20.04     -0.8      408.0     MRC        
111.07    12.76     10.51     10.2      -0.23     160.0     Culgoora   
249.16    26.81     10.51     10.0      -0.38     160.0     Culgoora   
12.94     17.8      10.51     10.0      -0.38     160.0     Culgoora   
116.84    -18.95    10.51     10.37     -0.99     180.0     MWACS      
216.98    -42.11    10.51     9.4       -0.85     160.0     Culgoora   
292.91    -33.9     10.51     9.4       -0.85     160.0     Culgoora   
331.54    -18.59    10.49     10.44     -0.37     180.0     MWACS      
91.06     -31.93    10.49     10.43     -0.45     180.0     MWACS      
138.52    17.25     10.45     9.2       -0.97     160.0     Culgoora   
341.51    17.72     10.45     9.2       -0.97     160.0     Culgoora   
352.04    -4.93     10.45     9.2       -0.97     160.0     Culgoora   
97.86     25.02     10.44     8.3       -1.75     160.0     Culgoora   
206.09    14.15     10.4      9.4       -0.77     160.0     Culgoora   
121.41    -0.97     10.4      9.7       -0.53     160.0     Culgoora   
74.61     -30.12    10.37     10.21     -1.19     180.0     MWACS      
191.76    -11.49    10.37     9.0       -1.08     160.0     Culgoora   
77.54     -12.19    10.35     10.2      -0.11     160.0     Culgoora   
125.18    18.21     10.3      9.3       -0.78     160.0     Culgoora   
3.86      -38.08    10.28     10.28     -0.8      182.44    FHD        
74.05     -21.99    10.28     10.16     -0.86     180.0     MWACS      
310.93    -26.55    10.27     8.8       -1.18     160.0     Culgoora   
188.0     -2.41     10.26     9.0       -1.0      160.0     Culgoora   
355.24    4.52      10.26     9.0       -1.0      160.0     Culgoora   
275.31    22.84     10.26     10.1      -0.12     160.0     Culgoora   
22.79     4.21      10.25     9.7       -0.42     160.0     Culgoora   
164.29    -37.31    10.24     9.1       -0.9      160.0     Culgoora   
229.17    0.24      10.24     9.1       -0.9      160.0     Culgoora   
208.67    16.25     10.24     9.1       -0.9      160.0     Culgoora   
4.41      18.16     10.22     9.5       -0.56     160.0     Culgoora   
278.79    -4.37     10.22     9.5       -0.56     160.0     Culgoora   
106.48    -42.81    10.21     10.09     -0.83     180.0     MWACS      
311.79    -2.62     10.2      10.5      0.22      160.0     Culgoora   
151.14    31.86     10.18     8.8       -1.11     160.0     Culgoora   
216.24    20.01     10.17     8.9       -1.02     160.0     Culgoora   
275.51    -2.39     10.17     8.5       -1.37     160.0     Culgoora   
355.31    -16.35    10.13     10.13     -0.8      182.44    FHD        
334.93    -27.94    10.13     10.11     -0.17     180.0     MWACS      
265.77    -35.44    10.11     9.1       -0.8      160.0     Culgoora   
33.11     7.35      10.09     8.7       -1.13     160.0     Culgoora   
280.07    9.76      10.08     9.5       -0.45     160.0     Culgoora   
237.3     30.75     10.07     8.8       -1.03     160.0     Culgoora   
179.07    31.46     10.04     9.0       -0.83     160.0     Culgoora   
105.54    -47.44    10.02     9.91      -0.85     180.0     MWACS      
173.73    30.08     10.0      9.1       -0.72     160.0     Culgoora   
180.55    -10.68    10.0      9.1       -0.72     160.0     Culgoora   
163.81    -34.34    9.99      8.5       -1.23     160.0     Culgoora   
236.01    -33.89    9.97      8.8       -0.95     160.0     Culgoora   
155.17    31.66     9.97      8.8       -0.95     160.0     Culgoora   
162.67    -0.06     9.97      9.2       -0.61     160.0     Culgoora   
39.56     27.44     9.97      9.2       -0.61     160.0     Culgoora   
227.73    5.74      9.97      9.2       -0.61     160.0     Culgoora   
12.72     -44.48    9.96      9.87      -0.68     180.0     MWACS      
90.8      -34.44    9.95      9.83      -0.91     180.0     MWACS      
292.9     -14.1     9.93      9.7       -0.18     160.0     Culgoora   
115.01    -36.41    9.93      9.86      -0.55     180.0     MWACS      
125.2     -47.6     9.89      9.76      -1.02     180.0     MWACS      
353.01    29.96     9.88      8.2       -1.42     160.0     Culgoora   
212.56    17.58     9.84      9.4       -0.35     160.0     Culgoora   
122.67    -49.4     9.84      9.84      0.0       180.0     MWACS      
354.13    21.14     9.83      7.7       -1.86     160.0     Culgoora   
117.88    -38.87    9.81      9.69      -0.94     180.0     MWACS      
170.78    5.53      9.81      8.4       -1.18     160.0     Culgoora   
337.32    -40.85    9.76      9.76      0.0       180.0     MWACS      
121.87    -17.41    9.76      9.3       -0.37     160.0     Culgoora   
101.29    29.46     9.74      8.8       -0.77     160.0     Culgoora   
218.56    6.37      9.73      9.1       -0.51     160.0     Culgoora   
315.4     -28.03    9.72      9.72      0.0       180.0     MWACS      
46.89     -22.42    9.71      9.59      -0.88     180.0     MWACS      
138.02    16.26     9.7       8.3       -1.19     160.0     Culgoora   
214.96    -19.47    9.7       8.3       -1.19     160.0     Culgoora   
289.48    -12.07    9.69      9.4       -0.23     160.0     Culgoora   
125.95    -52.95    9.66      9.54      -0.95     180.0     MWACS      
350.53    -54.75    9.65      9.56      -0.73     180.0     MWACS      
237.24    -32.28    9.65      8.7       -0.79     160.0     Culgoora   
229.34    -16.7     9.65      8.7       -0.79     160.0     Culgoora   
223.93    -42.31    9.65      8.7       -0.79     160.0     Culgoora   
271.28    -19.59    9.65      9.0       -0.53     160.0     Culgoora   
68.56     -13.18    9.65      9.0       -0.53     160.0     Culgoora   
133.37    -3.72     9.61      8.2       -1.21     160.0     Culgoora   
139.62    22.55     9.61      8.2       -1.21     160.0     Culgoora   
8.47      -7.51     9.61      8.2       -1.21     160.0     Culgoora   
15.69     -21.88    9.61      9.43      -1.38     180.0     MWACS      
180.24    31.5      9.61      8.8       -0.67     160.0     Culgoora   
158.36    -41.15    9.6       8.4       -1.02     160.0     Culgoora   
59.95     -37.01    9.6       9.49      -0.84     180.0     MWACS      
192.59    -19.77    9.59      9.1       -0.4      160.0     Culgoora   
95.01     -37.19    9.59      9.49      -0.79     180.0     MWACS      
38.36     -23.35    9.57      9.46      -0.86     180.0     MWACS      
290.48    -35.45    9.57      8.9       -0.55     160.0     Culgoora   
8.57      1.31      9.55      8.6       -0.8      160.0     Culgoora   
64.69     -3.0      9.55      8.6       -0.8      160.0     Culgoora   
155.05    -32.78    9.52      8.7       -0.69     160.0     Culgoora   
140.54    31.19     9.52      8.7       -0.69     160.0     Culgoora   
161.69    -36.03    9.52      8.1       -1.23     160.0     Culgoora   
244.33    -10.05    9.52      8.1       -1.23     160.0     Culgoora   
125.36    -30.18    9.52      9.33      -1.53     180.0     MWACS      
260.05    -7.02     9.51      8.0       -1.32     160.0     Culgoora   
249.46    15.86     9.51      8.0       -1.32     160.0     Culgoora   
298.2     25.45     9.51      9.4       -0.09     160.0     Culgoora   
328.64    14.75     9.51      9.0       -0.42     160.0     Culgoora   
54.95     -40.31    9.51      9.38      -0.99     180.0     MWACS      
25.61     -16.48    9.5       9.39      -0.87     180.0     MWACS      
34.69     -24.81    9.47      9.36      -0.87     180.0     MWACS      
152.31    -12.16    9.47      8.8       -0.56     160.0     Culgoora   
11.19     -35.51    9.46      9.46      -0.8      182.44    FHD        
279.47    -6.9      9.43      8.6       -0.7      160.0     Culgoora   
167.44    -23.04    9.43      8.0       -1.25     160.0     Culgoora   
250.95    -15.44    9.42      9.3       -0.1      160.0     Culgoora   
54.11     13.03     9.4       9.5       0.08      160.0     Culgoora   
172.56    -13.34    9.38      8.4       -0.84     160.0     Culgoora   
219.87    -16.98    9.35      9.0       -0.29     160.0     Culgoora   
240.39    34.35     9.35      9.0       -0.29     160.0     Culgoora   
30.47     -11.55    9.35      9.0       -0.29     160.0     Culgoora   
293.03    -19.53    9.34      8.5       -0.72     160.0     Culgoora   
38.78     -4.02     9.34      8.5       -0.72     160.0     Culgoora   
319.63    18.28     9.34      8.8       -0.45     160.0     Culgoora   
5.21      -8.96     9.34      8.8       -0.45     160.0     Culgoora   
217.5     7.25      9.33      7.9       -1.27     160.0     Culgoora   
278.21    28.51     9.33      8.0       -1.17     160.0     Culgoora   
196.97    6.7       9.33      8.0       -1.17     160.0     Culgoora   
158.52    11.2      9.33      8.0       -1.17     160.0     Culgoora   
3.3       0.87      9.33      8.0       -1.17     160.0     Culgoora   
60.87     -8.52     9.33      8.0       -1.17     160.0     Culgoora   
203.1     -33.13    9.32      7.8       -1.36     160.0     Culgoora   
6.38      -33.06    9.32      9.32      -0.8      182.44    FHD        
258.12    -23.22    9.32      7.4       -1.76     160.0     Culgoora   
194.34    -30.36    9.32      8.1       -1.07     160.0     Culgoora   
35.2      11.35     9.32      8.1       -1.07     160.0     Culgoora   
239.04    20.06     9.3       8.6       -0.6      160.0     Culgoora   
243.33    -21.57    9.3       8.6       -0.6      160.0     Culgoora   
340.36    33.63     9.28      8.3       -0.85     160.0     Culgoora   
123.68    12.96     9.27      8.9       -0.31     160.0     Culgoora   
267.66    3.17      9.27      9.1       -0.14     160.0     Culgoora   
32.8      21.29     9.26      8.4       -0.74     160.0     Culgoora   
327.37    -13.08    9.26      8.4       -0.74     160.0     Culgoora   
86.91     -44.52    9.25      9.17      -0.7      180.0     MWACS      
117.41    -45.61    9.24      9.17      -0.56     180.0     MWACS      
